Code,Tag No,Equipment Class,Trade,Work Type,Request Date,WO Start Date,WO End Date,Total Hours Work
178688,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030816,14030816,14030816,5
178686,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030816,14030822,14030822,5
178576/1,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030814,14030814,14030814,5
178576,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030814,14030814,14030814,1
178484,Comp_E,COMPRESSOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14030812,14030812,14030818,20
178483,Comp_E,COMPRESSOR,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14030812,14030906,14030906,5
177912,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14030805,14030805,14030805,24
176893/2,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030802,14030819,14030819,4
176893/1,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030718,14030817,14030912,108
176893,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030717,14030717,14030911,18
176707,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030715,14030715,14030716,12
176691,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14030715,14030715,14030715,3
176402,Comp_B,PUMP,WORKSHOP,SERVICE,14030710,14030710,14030710,1
176019,Comp_C,PUMP,FIX MECHANICAL,CORRECTIVE,14030704,14030703,14030703,10
175915,Comp_B,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14030702,14030703,14030703,2
175914,Comp_A,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14030702,14030703,14030703,2
175913,Comp_D,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14030702,14030703,14030703,2
175076,Comp_C,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14030625,14030625,14030625,2
174617,Comp_E,COMPRESSOR,INSTRUMENT,SERVICE,14030617,14030617,14030622,12
174606,Comp_C,COMPRESSOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14030617,14030617,14030617,6
174605/8,Comp_C,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14030805,14030805,14030805,8
174605/7,Comp_C,COMPRESSOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14030712,14030723,14030724,13
174605/6,Comp_C,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14030710,14030711,14030724,12
174605/5,Comp_C,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14030707,14030709,14030709,8
174605/4,Comp_C,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14030705,14030730,14030730,2
174605/3,Comp_C,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14030703,14030704,14030704,1
174605/2,Comp_C,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14030701,14030701,14030710,7
174605/1,Comp_C,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14030626,14030627,14030627,15
174605,Comp_C,COMPRESSOR,MACHINERY,PREVENTIVE MAINTENANCE,14030617,14030627,14030812,46
174604/4,Comp_C,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14030805,14030806,14030806,2
174604/3,Comp_C,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14030711,14030711,14030711,8
174604/2,Comp_C,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14030701,14030701,14030704,6
174604/1,Comp_C,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14030701,14030707,14030708,18
174604,Comp_C,COMPRESSOR,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14030617,14030701,14030701,66
174603/4,Comp_C,ELECTRIC MOTOR,CRAFT,PREVENTIVE MAINTENANCE,14030715,14030715,14030715,8
174603/3,Comp_C,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14030708,14030715,14030715,20
174603/2,Comp_C,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14030708,14030715,14030715,16
174603/1,Comp_C,ELECTRIC MOTOR,CRAFT,PREVENTIVE MAINTENANCE,14030703,14030704,14030704,8
174603,Comp_C,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14030617,14030617,14030705,21
173782,Comp_E,COMPRESSOR,Condition Monitoring,CORRECTIVE,14030607,14030607,14030607,4
173445,Comp_E,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030529,14030628,14030628,10
172823,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030517,14030426,14030426,5
172819,Comp_C,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030517,14030514,14030514,10
172665,Comp_C,COMPRESSOR,MACHINERY,CORRECTIVE,14030514,14030514,14030514,9
171585,Comp_D,HEAT EXCHANGER,FIX MECHANICAL,CORRECTIVE,14030501,14030502,14030502,10
171327,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14030427,14030501,14030501,2
170565,Comp_C,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030414,14030414,14030414,6
170514,Comp_B,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030413,14030413,14030413,6
170513/2,Comp_E,COMPRESSOR,WORKSHOP,CORRECTIVE,14030413,14030417,14030417,2
170513/1,Comp_E,COMPRESSOR,WORKSHOP,CORRECTIVE,14030413,14030413,14030417,9
170513,Comp_E,COMPRESSOR,MACHINERY,CORRECTIVE,14030413,14030413,14030413,28
170363/1/1,Comp_E,PUMP,Condition Monitoring,CORRECTIVE,14030411,14030412,14030412,3
170363/1,Comp_E,PUMP,MACHINERY,CORRECTIVE,14030410,14030412,14030412,8
170363,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030410,14030410,14030410,3
170319,Comp_C,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030409,14030409,14030409,4
169526,Comp_B,ELECTRICAL SWITCH,INSTRUMENT,CORRECTIVE,14030401,14030401,14030401,3
168994,Comp_A,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030324,14030323,14030323,2
168956,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030324,14030324,14030324,5
168630,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030317,14030314,14030314,3
168613/1,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030316,14030401,14030402,24
168613,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030316,14030316,14030403,20
168553,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030314,14030314,14030314,2
168483,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030312,14030312,14030312,0
168430/5/1,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14030321,14030321,14030321,6
168430/5,Comp_D,COMPRESSOR,Condition Monitoring,CORRECTIVE,14030320,14030320,14030320,2
168430/4,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030316,14030319,14030319,10
168430/3,Comp_D,COMPRESSOR,CRAFT,CORRECTIVE,14030316,14030319,14030319,10
168430/1,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030313,14030313,14030313,3
168430,Comp_D,COMPRESSOR,MACHINERY,CORRECTIVE,14030312,14030316,14030320,34
168210/1,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030307,14030307,14030308,24
168210,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030307,14030307,14030308,14
168185,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030306,14030306,14030306,2
168056,Comp_A,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14030304,14030303,14030303,2
168055,Comp_B,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14030304,14030303,14030303,2
168054,Comp_C,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14030304,14030303,14030303,2
168053,Comp_E,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14030304,14030303,14030303,2
168051,Comp_D,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14030304,14030303,14030303,2
167881,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030230,14030230,14030230,10
166503/1,Comp_D,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030216,14030216,14030216,6
166503,Comp_D,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14030215,14030215,14030215,1
166406,Comp_C,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14030210,14030805,14030805,5
166405,Comp_C,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14030210,14030805,14030805,5
166404,Comp_C,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14030210,14030805,14030805,5
166403,Comp_C,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14030210,14030805,14030805,5
166381,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14030210,14030209,14030209,15
166004,Comp_C,HEAT EXCHANGER,FIX MECHANICAL,CORRECTIVE,14030202,14030202,14030202,5
165897,Comp_D,COMPRESSOR,ELECTRICAL,CORRECTIVE,14030128,14030128,14030128,2
165819,Comp_C,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14030128,14030628,14030629,6
165818,Comp_C,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14030128,14030625,14030625,6
165817,Comp_C,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14030128,14030620,14030620,4
165816,Comp_C,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14030128,14030628,14030629,6
165815,Comp_C,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14030128,14030621,14030621,6
165814,Comp_C,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14030128,14030620,14030620,6
165813,Comp_C,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14030128,14030628,14030629,6
165503/4,Comp_A,COMPRESSOR,CRAFT,CORRECTIVE,14030128,14030128,14030128,8
165503/3,Comp_A,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030121,14030121,14030121,3
165503/2,Comp_A,COMPRESSOR,CRAFT,CORRECTIVE,14030120,14030121,14030121,8
165503/1,Comp_A,COMPRESSOR,WORKSHOP,CORRECTIVE,14030120,14030120,14030127,9
165503,Comp_A,COMPRESSOR,MACHINERY,CORRECTIVE,14030119,14030121,14030129,41
165488,Comp_D,COMPRESSOR,ELECTRICAL,CORRECTIVE,14030119,14030119,14030119,2
165293/2,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030113,14030114,14030115,19
165293,Comp_D,COMPRESSOR,INSTRUMENT,CORRECTIVE,14030113,14030113,14030113,3
164903,Comp_D,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14021224,14021224,14021224,3
164703,Comp_E,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14021217,14021220,14021220,2
164688,Comp_A,COMPRESSOR,INSTRUMENT,CORRECTIVE,14021216,14021216,14021216,2
164661,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14021216,14021216,14021216,5
164178/1,Comp_E,BLOWER & FAN,ELECTRICAL,CORRECTIVE,14021201,14021205,14021205,12
164178,Comp_E,BLOWER & FAN,ELECTRICAL,CORRECTIVE,14021201,14021201,14021205,10
164099,Comp_E,COMPRESSOR,MACHINERY,CONDITION MONOTORING,14021129,14021130,14021130,6
164098,Comp_A,COMPRESSOR,MACHINERY,CONDITION MONOTORING,14021129,14021130,14021130,6
163510/1,Comp_A,PUMP,ELECTRICAL,CORRECTIVE,14021110,14021110,14021110,2
163510,Comp_A,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14021110,14021110,14021110,12
163486/1,Comp_D,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14021110,14021102,14021104,6
163486,Comp_D,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14021110,14021202,14021202,10
163485/1,Comp_D,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14021110,14021110,14021111,12
163485,Comp_D,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14021110,14021202,14021202,10
163484/1,Comp_D,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14021110,14021102,14021104,6
163484,Comp_D,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14021110,14021202,14021202,10
163483/1,Comp_D,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14021110,14021105,14021108,12
163483,Comp_D,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14021110,14021202,14021202,10
163439,Comp_A,PUMP,WORKSHOP,SERVICE,14021109,14021109,14021109,2
163386,Comp_B,SAFETY VALVE,WORKSHOP,SERVICE,14021108,14021109,14021109,1
163283,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14021107,14021108,14021108,5
163232,Comp_E,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14021104,14021104,14021104,2
163231,Comp_A,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14021104,14021104,14021104,2
163230,Comp_C,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14021104,14021104,14021104,2
163229,Comp_B,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14021104,14021104,14021104,2
163223,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14021104,14021104,14021104,14
163181,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14021102,14021116,14021116,10
163154,Comp_C,HEAT EXCHANGER,FIX MECHANICAL,CORRECTIVE,14021101,14021102,14021102,5
163104/1,Comp_A,COMPRESSOR,MACHINERY,CORRECTIVE,14021030,14021030,14021030,15
163104,Comp_A,COMPRESSOR,INSTRUMENT,CORRECTIVE,14021030,14021030,14021030,4
162960,Comp_D,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14021026,14021114,14021114,4
162959,Comp_D,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14021026,14021110,14021110,6
162958,Comp_D,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14021026,14021110,14021110,6
162957,Comp_D,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14021026,14021111,14021111,6
162956,Comp_D,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14021026,14021111,14021111,6
162955,Comp_D,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14021026,14021109,14021109,4
162954,Comp_D,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14021026,14021109,14021109,4
162937/9,Comp_D,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14021226,14030120,14030120,8
162937/8/1,Comp_D,COMPRESSOR,MACHINERY,PREVENTIVE MAINTENANCE,14030105,14030211,14030211,6
162937/8,Comp_D,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14021223,14021224,14021224,3
162937/6,Comp_D,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14021124,14021125,14021125,1
162937/5,Comp_D,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14021123,14021124,14021124,2
162937/4,Comp_D,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14021115,14021116,14021116,15
162937/3,Comp_D,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14021028,14021025,14021025,2
162937/2,Comp_D,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14021028,14030211,14030211,2
162937/1,Comp_D,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14021026,14021030,14021030,10
162937,Comp_D,COMPRESSOR,MACHINERY,PREVENTIVE MAINTENANCE,14021026,14021026,14021026,76
162936/7,Comp_D,ELECTRIC MOTOR,CRAFT,PREVENTIVE MAINTENANCE,14021107,14021108,14021108,5
162936/6,Comp_D,ELECTRIC MOTOR,CRAFT,PREVENTIVE MAINTENANCE,14021104,14021107,14021107,8
162936/5,Comp_D,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14021028,14021104,14021104,12
162936/4,Comp_D,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14021028,14021104,14021104,12
162936/3,Comp_D,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14021028,14021104,14021104,12
162936/2/1,Comp_D,ELECTRIC MOTOR,WORKSHOP,PREVENTIVE MAINTENANCE,14021103,14021104,14021104,8
162936/2,Comp_D,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14021028,14021104,14021104,12
162936/1,Comp_D,ELECTRIC MOTOR,CRAFT,PREVENTIVE MAINTENANCE,14021028,14021028,14021028,8
162936,Comp_D,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14021026,14021026,14021114,64
162935/9,Comp_D,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14021128,14021129,14021129,8
162935/8,Comp_D,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14021126,14021201,14021202,9
162935/7,Comp_D,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14021121,14021121,14021121,8
162935/6,Comp_D,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14021109,14021112,14021112,2
162935/5,Comp_D,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14021109,14021109,14021109,5
162935/4,Comp_D,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14021109,14021109,14021111,12
162935/3,Comp_D,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14021109,14021109,14021110,11
162935/2,Comp_D,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14021103,14021105,14021108,35
162935/11,Comp_D,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14021213,14021213,14021214,6
162935/10,Comp_D,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14021128,14021128,14021128,8
162935/1,Comp_D,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14021103,14021103,14021103,8
162935,Comp_D,COMPRESSOR,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14021026,14021224,14021224,120
162934,Comp_D,COMPRESSOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14021026,14021026,14021026,4
162921,Comp_D,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14021025,14021025,14021025,2
162890,Comp_D,COMPRESSOR,Condition Monitoring,CORRECTIVE,14021024,14021025,14021025,2
162799/4,Comp_A,PUMP,CRAFT,CORRECTIVE,14021023,14021024,14021024,8
162799/3,Comp_A,PUMP,WORKSHOP,CORRECTIVE,14021023,14021024,14021117,19
162799/2/1,Comp_A,PUMP,CRAFT,CORRECTIVE,14021024,14021024,14021024,4
162799/2,Comp_A,PUMP,ELECTRICAL,CORRECTIVE,14021023,14021023,14021023,2
162799/1,Comp_A,PUMP,FIX MECHANICAL,CORRECTIVE,14021023,14021023,14021023,5
162799,Comp_A,PUMP,MACHINERY,CORRECTIVE,14021023,14021109,14021109,8
162738/5,Comp_A,PUMP,ELECTRICAL,CORRECTIVE,14021024,14021026,14021108,128
162738/4,Comp_A,PUMP,ELECTRICAL,CORRECTIVE,14021024,14021102,14021107,28
162738/3/2/1,Comp_A,PUMP,WORKSHOP,CORRECTIVE,14021023,14021024,14021024,1
162738/3/2,Comp_A,PUMP,WORKSHOP,CORRECTIVE,14021021,14021023,14021109,26
162738/3/1,Comp_A,PUMP,Condition Monitoring,CORRECTIVE,14021021,14021019,14021019,1
162738/3,Comp_A,PUMP,MACHINERY,CORRECTIVE,14021021,14021021,14021021,3
162738/2/1,Comp_A,PUMP,WORKSHOP,CORRECTIVE,14021021,14021021,14021024,6
162738/2,Comp_A,PUMP,FIX MECHANICAL,CORRECTIVE,14021021,14021021,14021021,5
162738/1,Comp_A,PUMP,MACHINERY,CORRECTIVE,14021020,14021020,14021020,1
162738,Comp_A,ELECTRIC MOTOR,ELECTRICAL,CORRECTIVE,14021020,14021024,14021024,16
162723/1,Comp_A,ELECTRICAL SWITCH,CRAFT,CORRECTIVE,14021020,14021021,14021021,6
162723,Comp_A,ELECTRICAL SWITCH,ELECTRICAL,CORRECTIVE,14021019,14021019,14021019,8
162528,Comp_B,BLOWER & FAN,ELECTRICAL,CORRECTIVE,14021015,14021015,14021015,6
162346,Comp_E,COMPRESSOR,INSTRUMENT,CORRECTIVE,14021010,14021010,14021010,7
162152/2,Comp_D,COMPRESSOR,WORKSHOP,CORRECTIVE,14021028,14021028,14021028,16
162152/1,Comp_D,COMPRESSOR,WORKSHOP,CORRECTIVE,14021017,14021024,14021024,9
162152,Comp_D,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14021005,14021117,14021117,5
162099,Comp_B,COMPRESSOR,CRAFT,SERVICE,14021005,14021005,14021005,28
161997,Comp_A,COMPRESSOR,INSTRUMENT,SERVICE,14021002,14021003,14021003,1
161906,Comp_A,COMPRESSOR,ELECTRICAL,CORRECTIVE,14020930,14020929,14020929,4
161320,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14020915,14020817,14020817,6
161319,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14020915,14020823,14020823,4
161318,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14020915,14020817,14020817,6
161317,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14020915,14020823,14020823,4
161316,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14020915,14020824,14020824,4
161315,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14020915,14020824,14020824,4
161156,Comp_D,ELECTRIC MOTOR,ELECTRICAL,SHIFT SHAB,14020911,14020911,14020911,3
161155,Comp_D,COMPRESSOR,ELECTRICAL,SHIFT SHAB,14020911,14020911,14020911,3
160531/1/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14020829,14020829,14020829,1
160531/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14020827,14020827,14020901,14
160531,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14020827,14020830,14020830,10
160530/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14020827,14020827,14020827,3
160530,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14020827,14020830,14020830,10
160529/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14020827,14020827,14020827,5
160529,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14020827,14020830,14020830,10
160528/1,Comp_A,SAFETY VALVE,WORKSHOP,PREVENTIVE MAINTENANCE,14020827,14020827,14020827,5
160528,Comp_A,SAFETY VALVE,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14020827,14020830,14020830,10
160345,Comp_C,HEAT EXCHANGER,FIX MECHANICAL,CORRECTIVE,14020822,14020822,14020822,5
160308,Comp_D,INDICATOR,INSTRUMENT,CORRECTIVE,14020821,14020821,14020821,1
160266,Comp_B,COMPRESSOR,CRAFT,SERVICE,14020820,14020821,14020821,16
160201,Comp_D,BLOWER & FAN,ELECTRICAL,CORRECTIVE,14020819,14020819,14020819,1
160087/2,Comp_A,COMPRESSOR,WORKSHOP,CORRECTIVE,14020817,14020817,14020817,4
160087/1,Comp_A,VALVE,WORKSHOP,CORRECTIVE,14020816,14020816,14020820,16
160087,Comp_A,VALVE,FIX MECHANICAL,CORRECTIVE,14020816,14020817,14020817,5
159999,Comp_B,COMPRESSOR,MACHINERY,CORRECTIVE,14020814,14020814,14020814,10
159990,Comp_A,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14020814,14020822,14020822,5
159976/9,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14021006,14021011,14021011,12
159976/8,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14020922,14020923,14020923,3
159976/5,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14020830,14020901,14020901,8
159976/4,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14020830,14020830,14020830,4
159976/3,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14020827,14020827,14020827,4
159976/10,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14021009,14020928,14020928,9
159976/1,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14020816,14020816,14020816,3
159976,Comp_A,COMPRESSOR,FIX MECHANICAL,PREVENTIVE MAINTENANCE,14020813,14020817,14021016,145
159975,Comp_A,ELECTRIC MOTOR,ELECTRICAL,PREVENTIVE MAINTENANCE,14020813,14020815,14020818,30
159974,Comp_A,COMPRESSOR,INSTRUMENT,PREVENTIVE MAINTENANCE,14020813,14020929,14020929,10
159973/9,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14020915,14030115,14030118,10
159973/7,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14020911,14020911,14020911,3
159973/6,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14020825,14020827,14020829,14
159973/4,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14020820,14020922,14020922,1
159973/3,Comp_A,COMPRESSOR,Condition Monitoring,PREVENTIVE MAINTENANCE,14020820,14020821,14020821,1
159973/2,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14020818,14020818,14020820,8
159973/11,Comp_A,COMPRESSOR,WORKSHOP,PREVENTIVE MAINTENANCE,14020923,14020926,14020926,2
159973/10,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14020920,14020921,14020921,23
159973/1,Comp_A,COMPRESSOR,CRAFT,PREVENTIVE MAINTENANCE,14020815,14020815,14020825,120
159973,Comp_A,COMPRESSOR,MACHINERY,PREVENTIVE MAINTENANCE,14020813,14020816,14020925,45
159972,Comp_A,RELAY,ELECTRICAL,PREVENTIVE MAINTENANCE,14020813,14020817,14020827,15
159803,Comp_B,COMPRESSOR,Condition Monitoring,CORRECTIVE,14020809,14020814,14020814,2
159793,Comp_B,RELAY,ELECTRICAL,CORRECTIVE,14020809,14020809,14020809,4
159610,Comp_B,COMPRESSOR,INSTRUMENT,CORRECTIVE,14020805,14020805,14020805,3
159587/5,Comp_B,COMPRESSOR,WORKSHOP,CORRECTIVE,14030107,14030108,14030108,3
159587/4,Comp_B,COMPRESSOR,WORKSHOP,CORRECTIVE,14030107,14030107,14030109,6
159587/3,Comp_B,COMPRESSOR,CRAFT,CORRECTIVE,14030107,14030107,14030107,4
159587/2,Comp_B,COMPRESSOR,CRAFT,CORRECTIVE,14021216,14021216,14021216,4
159587/1,Comp_B,COMPRESSOR,WORKSHOP,CORRECTIVE,14020808,14020809,14020809,4
159587,Comp_B,COMPRESSOR,FIX MECHANICAL,CORRECTIVE,14020804,14020808,14030101,25
